1,0,0,0,-1,0.32,0.2254,0.0126,1.0,0,2 0
1,1,1,1,-1,1.075,0.0,0.0312,2.0,1,2 1
1,1,3+,0,1,0.71,0.0,0.0125,0.3333333333333333,1,2 1
0,0,0,1,-1,0.43,0.0,0.0136,2.0,0,1 0
1,1,0,1,-1,0.3208,0.3066,0.0172,2.0,1,2 1
1,1,2,0,1,0.1875,0.1875,0.0097,2.0,1,1 1
1,0,0,1,-1,0.35,0.0,0.0081,1.6666666666666667,1,1 1
1,1,3+,0,-1,0.4755,0.0,0.0095,0.0,0,1 0
1,1,3+,1,1,0.5266,0.1774,0.0187,2.0,1,1 1
1,0,0,1,-1,0.375,0.0,0.0113,2.6666666666666665,1,2 0
1,0,0,1,-1,0.375,0.475,0.0176,2.0,1,2 0
1,1,1,1,1,0.1,0.3022,0.011,2.0,1,2 0
1,1,3+,1,-1,0.3167,0.4,0.018,1.6666666666666667,0,1 0
1,1,3+,0,1,0.3333,0.2166,0.013,2.0,0,1 1
0,0,0,1,-1,0.3846,0.0,0.0111,2.0,1,1 1
1,1,1,1,1,0.2395,0.0,0.0,2.0,1,1 1
0,1,2,1,-1,0.1378,0.1881,0.0167,2.0,1,2 0
1,1,0,1,-1,0.6,0.225,0.0265,2.0,0,1 0
1,1,1,1,-1,0.3988,0.0,0.005,1.3333333333333333,1,2 1
1,0,0,1,-1,0.2366,0.2531,0.0136,2.0,1,1 1
1,1,2,0,-1,0.3333,0.2,0.0099,2.0,0,1 1
1,1,0,1,-1,0.25,0.2118,0.0104,2.0,1,1 1
1,0,0,1,-1,0.8566,0.0,0.021,2.0,1,2 1
1,1,0,1,-1,0.5695,0.4167,0.0175,2.0,1,1 1
1,1,0,1,-1,0.2958,0.29,0.0131,2.0,1,1 1
1,1,2,1,-1,0.625,0.5654,0.0188,1.0,1,1 1
1,1,2,0,-1,0.3273,0.182,0.0081,2.0,1,2 1
1,0,0,1,-1,0.4133,0.0,0.0122,2.0,1,1 1
1,0,0,0,-1,0.362,0.0,0.0025,0.6666666666666666,1,1 1
1,0,0,1,-1,0.6782,0.0,0.0,2.0,0,2 0
0,1,0,1,-1,0.2484,0.2302,0.0137,2.0,1,1 1
1,1,0,1,-1,0.1977,0.0997,0.005,2.0,1,1 1
1,1,0,0,-1,0.4188,0.0,0.0115,1.0,1,1 1
1,1,0,1,-1,0.1759,0.3541,0.0131,2.0,1,1 1
1,1,2,0,-1,0.4288,0.3263,0.0133,1.0,1,2 1
1,0,0,1,-1,0.4843,0.3806,0.0151,2.0,1,1 1
1,1,0,1,-1,1.365,0.0,0.0,2.0,1,2 1
1,1,0,1,-1,0.4652,0.3583,0.0,2.0,1,1 1
1,0,0,1,-1,0.3816,0.0754,0.016,2.0,1,2 1
1,1,1,1,-1,0.3052,0.103,0.01,2.0,1,2 1
1,1,2,1,-1,1.1417,0.1126,0.0225,2.0,1,2 1
1,0,0,0,-1,0.7333,0.0,0.012,2.0,1,0 0
1,1,2,1,-1,0.38,0.36,0.0216,2.0,0,2 0
1,1,3+,0,-1,0.2071,0.0754,0.0094,2.6666666666666665,1,1 1
1,0,0,1,-1,0.5316,0.0,0.0136,2.0,1,2 1
0,1,0,1,-1,0.2929,0.2333,0.0139,2.0,1,1 1
1,1,0,0,-1,0.3572,0.4114,0.0152,0.0,0,0 0
0,0,1,1,1,0.7451,0.0,0.0,2.0,1,1 1
1,0,0,1,-1,0.505,0.0,0.0118,2.0,1,1 1
1,1,1,1,-1,1.4583,0.0,0.0185,1.0,1,0 1
0,1,0,1,-1,0.3167,0.2283,0.0154,2.0,1,1 1
1,1,1,1,-1,0.2214,0.1398,0.0085,2.0,0,2 1
1,1,0,1,-1,0.5568,0.2142,0.0175,2.0,1,0 0
0,0,0,1,-1,1.0408,0.0,0.0259,2.0,1,2 1
1,1,0,1,-1,0.5667,0.2667,0.018,2.0,1,0 1
0,0,0,1,-1,0.4166,0.0,0.0044,2.0,1,1 1
0,0,0,1,-1,0.2137,0.898,0.0137,2.0,0,1 1
1,1,2,1,-1,0.2957,0.0,0.0081,2.0,1,1 1
1,1,0,0,-1,0.43,0.2014,0.0194,2.0,1,0 1
0,0,0,1,-1,0.3692,0.0,0.0093,2.0,0,0 1
0,1,3+,1,-1,2.3803,0.0,0.037,2.0,1,0 1
1,0,0,1,-1,0.3865,0.164,0.0,2.0,1,0 1
1,1,1,1,1,1.0513,0.385,0.016,1.0,0,2 0
1,1,0,1,-1,0.608,0.2569,0.0182,2.0,0,0 0
1,0,0,1,1,2.0166,0.0,0.065,2.6666666666666665,0,2 1
1,0,0,1,-1,0.2014,0.1929,0.0074,2.0,1,2 1
1,0,0,1,-1,0.2718,0.0,0.007,2.0,1,1 1
1,1,0,1,1,0.3459,0.0,0.0025,0.6666666666666666,1,1 1
1,0,0,1,-1,0.4895,0.0,0.0102,2.0,1,1 1
1,1,3+,1,-1,0.4,0.775,0.029,2.0,1,1 0
0,1,0,1,-1,0.4583,0.0,0.0084,2.0,1,0 0
1,1,2,1,1,0.3316,0.35,0.0088,2.0,1,2 1
1,0,0,1,-1,1.4999,0.0,0.0242,2.0,0,1 0
1,1,2,0,-1,0.42,0.143,0.0129,2.0,1,0 0
1,1,2,1,-1,0.5042,0.2083,0.0185,2.0,1,0 0
1,0,0,1,-1,0.5417,0.0,0.0168,2.0,1,2 1
1,0,0,1,1,0.695,0.0,0.0175,1.0,1,1 1
1,1,0,1,-1,0.2698,0.2034,0.0122,2.0,1,1 1
1,1,2,1,-1,1.1757,0.0,0.0187,1.0,1,2 1
0,1,0,1,-1,0.233,0.4486,0.01,2.0,1,1 1
0,1,2,1,-1,1.4866,0.0,0.007,2.0,1,2 1
1,1,1,1,-1,0.1538,0.1425,0.003,2.0,1,2 1
0,0,0,1,-1,1.0,0.1666,0.0225,2.0,1,0 0
1,1,0,1,-1,0.486,0.083,0.0125,2.0,1,1 1
1,0,0,1,-1,0.6277,0.0,0.0118,2.0,0,0 0
1,1,0,1,1,0.2577,0.375,0.0152,2.0,1,0 1
1,0,0,1,-1,0.9166,0.0,0.0244,2.0,1,2 0
1,1,2,0,-1,0.2281,0.0,0.0113,2.0,1,0 0
1,0,0,1,-1,0.3254,0.0,0.005,2.0,1,2 1
1,1,3+,1,-1,3.9999,0.0,0.06,1.0,0,1 1
1,1,1,1,-1,0.6,0.0,0.016,2.0,0,0 1
1,1,1,1,-1,0.9538,0.0,0.0187,2.0,1,2 1
1,0,0,1,-1,0.298,0.2083,0.012,2.0,1,0 1
1,1,0,1,-1,0.4583,0.5625,0.0255,2.0,1,1 1
1,1,0,0,-1,0.1863,0.1041,0.0098,2.0,1,1 1
1,1,0,1,-1,0.7933,0.0,0.0275,2.0,1,2 0
1,1,1,1,-1,0.3089,0.128,0.0121,2.0,0,1 0
1,1,2,1,-1,0.4167,0.1447,0.0158,2.0,1,0 1
1,1,0,1,-1,0.9323,0.0,0.0075,1.0,1,2 1
1,1,0,1,-1,0.3707,0.3166,0.0182,0.0,1,0 1
0,1,0,1,-1,0.4583,0.0,0.0112,2.0,1,0 0
1,1,0,1,-1,0.2439,0.3333,0.0129,2.0,1,0 1
1,0,0,1,-1,0.2237,0.0,0.0063,2.6666666666666665,0,1 0
1,1,2,1,-1,0.8,0.0,0.02,2.0,1,1 1
1,1,0,0,-1,0.182,0.1769,0.0095,2.0,1,0 1
0,1,3+,1,-1,5.1763,0.0,0.07,1.6666666666666667,1,2 1
1,1,3+,0,-1,0.3522,0.0,0.0081,1.0,1,0 0
1,1,0,1,-1,0.5708,0.5625,0.0187,2.0,1,1 1
1,1,0,0,1,0.4344,0.0736,0.0087,2.0,1,1 0
1,1,0,1,-1,0.3497,0.1964,0.0116,2.0,1,0 1
1,1,2,1,-1,0.2045,0.1619,0.0101,2.0,1,0 1
1,1,3+,1,-1,0.5516,1.13,0.0495,2.0,0,1 0
1,1,1,1,-1,0.375,0.0,0.0116,2.0,1,1 1
1,0,0,0,-1,0.2333,0.1451,0.0102,2.6666666666666665,0,2 0
1,1,1,1,-1,0.64,0.725,0.018,2.0,0,2 0
1,0,0,1,-1,0.1916,0.5063,0.0067,2.0,0,0 0
1,1,0,1,-1,0.46,0.0,0.0073,1.0,1,1 1
1,1,1,1,-1,3.3846,0.0,0.026,2.0,1,1 0
0,1,0,1,-1,0.3625,0.0,0.0108,2.0,1,1 1
1,1,0,1,1,3.9147,0.475,0.012,2.0,1,1 1
1,1,1,1,1,0.2178,0.0,0.0066,1.6666666666666667,0,0 0
1,1,0,1,-1,0.2383,0.2138,0.0058,2.0,0,0 1
0,1,0,1,1,0.0674,0.5296,0.0168,2.0,1,0 1
1,1,0,1,-1,0.9328,0.0,0.0188,1.0,1,0 1
1,0,0,0,-1,0.4885,0.0,0.0048,2.0,1,0 1
1,0,0,1,-1,1.2,0.0,0.0164,2.0,1,1 0
1,1,0,0,-1,0.6033,0.0,0.016,2.0,1,2 0
1,0,0,1,-1,0.3858,0.0,0.0076,2.0,1,1 1
1,0,0,1,-1,0.4191,0.0,0.012,2.0,1,0 1
1,1,1,1,-1,0.3125,0.2583,0.017,2.0,1,1 0
1,0,0,1,-1,0.8333,0.375,0.0187,2.0,1,0 1
0,0,0,0,-1,0.1907,0.2365,0.012,0.0,1,2 1
0,1,0,1,-1,0.3416,0.2816,0.0113,2.0,0,1 1
1,0,0,1,1,1.1,0.0,0.0083,2.0,1,2 0
1,1,1,0,-1,0.26,0.25,0.009,2.0,1,1 1
1,0,2,1,-1,0.4923,0.0,0.0166,2.0,0,1 1
1,1,3+,0,-1,0.3992,0.0,0.0,1.0,1,2 0
1,1,1,0,-1,0.35,0.1083,0.0135,2.0,1,2 1
1,1,2,0,-1,0.3917,0.0,0.0124,2.0,1,1 1
0,0,0,0,-1,0.4408,0.0,0.012,2.0,1,1 1
0,0,0,1,-1,0.3244,0.0,0.008,2.0,1,2 1
1,0,0,0,-1,0.3975,0.2531,0.0055,2.0,1,0 1
1,0,0,1,-1,0.2479,0.0,0.0059,2.0,1,2 1
1,0,0,1,-1,0.3418,0.0,0.0127,2.0,1,1 0
0,0,0,1,-1,1.0,0.0,0.0214,2.0,1,1 0
1,1,3+,1,-1,0.343,0.125,0.0128,2.0,0,1 0
1,1,1,1,1,0.7787,0.0,0.024,2.0,1,2 1
1,1,3+,0,1,0.5703,0.0,0.013,2.0,1,0 1
1,1,0,1,-1,0.3173,0.3021,0.0137,2.0,1,2 1
1,1,3+,0,-1,0.385,0.0983,0.01,2.0,1,1 1
1,1,0,1,-1,0.015,0.18,0.0135,2.0,1,0 0
1,1,0,1,-1,0.3727,0.1775,0.0131,2.0,1,1 1
1,1,2,1,-1,0.5,0.0,0.0072,2.0,0,1 0
0,1,2,1,-1,0.4283,0.2383,0.0127,2.0,0,1 1
1,1,0,1,-1,0.2221,0.0,0.006,2.0,0,2 0
1,1,2,1,-1,0.4009,0.1717,0.0116,2.0,1,1 1
1,0,0,1,-1,0.2971,0.2791,0.0144,2.0,1,1 1
1,1,0,1,-1,0.7578,0.101,0.0175,0.0,1,1 1
1,1,0,1,-1,0.625,0.0,0.0128,2.0,1,1 1
1,1,0,1,-1,0.325,0.0,0.017,2.0,1,0 0
1,1,0,0,1,0.4735,0.0,0.0138,2.0,1,2 0
1,1,2,1,-1,0.625,0.1695,0.021,2.0,1,1 1
1,0,0,1,-1,0.4758,0.0,0.0158,2.6666666666666665,1,1 1
1,0,0,1,1,0.64,0.0,0.02,2.0,1,0 1
1,1,1,1,-1,0.2491,0.2054,0.0104,2.0,1,1 1
1,1,0,1,-1,0.3716,0.0,0.0042,1.0,1,0 1
1,0,0,0,-1,0.3189,0.2598,0.012,0.0,1,0 1
0,0,0,1,-1,0.8333,0.0,0.028,2.0,1,1 1
1,1,1,1,-1,0.3155,0.1779,0.014,2.0,1,1 1
1,1,1,1,-1,0.55,0.126,0.017,2.0,1,0 1
1,1,0,1,-1,0.5746,0.0,0.0255,2.0,0,2 0
0,0,0,1,1,0.3463,0.0,0.0122,2.0,0,2 1
0,0,1,1,-1,0.3812,0.0,0.0112,2.0,1,0 1
1,1,1,1,-1,0.3315,0.0,0.0096,2.0,1,1 1
1,1,2,1,-1,0.5819,0.5,0.012,2.0,1,0 1
1,1,1,0,-1,0.251,0.1983,0.014,1.0,1,2 0
1,0,0,1,-1,0.2965,0.5701,0.0155,0.3333333333333333,1,2 1
1,1,2,1,1,0.625,0.13,0.0108,2.0,1,0 1
1,1,0,0,-1,0.3406,0.4417,0.0123,2.0,1,1 1
1,0,0,1,1,0.605,0.4333,0.012,1.0,1,2 0
1,1,2,1,-1,0.9703,0.0,0.0112,2.0,1,2 1
1,1,1,0,-1,0.6608,0.0,0.0137,1.0,1,2 1
1,1,1,1,-1,0.2882,0.1843,0.0123,2.6666666666666665,1,1 1
1,1,0,1,-1,0.1809,0.1868,0.009,2.0,1,2 1
1,1,0,0,-1,0.1668,0.389,0.0201,2.0,0,1 0
0,0,2,1,-1,0.3427,0.0,0.0138,2.0,1,2 0
1,0,0,0,1,0.2583,0.2167,0.0104,2.0,1,0 1
1,1,1,0,-1,0.2661,0.7101,0.0279,1.0,1,1 1
1,0,0,1,1,1.625,0.0,0.0192,2.0,0,2 0
0,0,3+,1,-1,0.3083,0.0,0.0255,2.0,1,0 1
1,0,0,0,-1,0.6045,0.0,0.0115,2.0,0,0 0
1,1,3+,1,-1,0.525,0.0,0.0094,2.0,1,2 0
1,1,0,1,-1,1.4683,0.21,0.0304,2.0,1,0 0
1,1,3+,0,-1,0.4931,0.0,0.0128,2.0,0,1 0
1,1,1,1,-1,0.6083,0.425,0.033,2.0,0,2 1
1,0,0,1,-1,0.206,0.2209,0.0134,2.0,1,1 1
0,0,1,1,-1,0.3481,0.0,0.0155,0.2,1,1 0
0,0,0,1,-1,0.72,0.0,0.012,2.0,1,0 1
1,0,0,1,1,0.5166,0.0,0.0128,2.0,1,1 1
1,0,0,1,-1,0.4095,0.3447,0.0151,2.0,1,0 1
1,1,2,1,-1,0.4708,0.1387,0.015,2.0,1,1 1
1,1,3+,1,-1,0.4333,0.1811,0.016,2.0,0,2 1
0,0,0,1,-1,0.3418,0.0,0.0135,2.0,1,0 0
0,0,1,1,-1,0.2876,0.156,0.009,2.0,1,2 1
0,0,0,1,-1,0.3237,0.0,0.003,2.0,1,2 1
1,1,0,1,-1,1.1146,0.0,0.0136,2.0,1,2 1
1,0,0,1,-1,0.2833,0.1857,0.0126,2.0,1,0 1
1,1,0,1,-1,0.262,0.2223,0.015,2.0,1,1 1
1,1,2,1,-1,0.39,0.0,0.009,2.0,1,1 1
1,1,1,1,-1,0.275,0.1842,0.0115,2.0,1,1 1
1,1,0,1,-1,0.3993,0.3274,0.0207,2.0,1,1 1
1,1,0,1,-1,0.3103,0.13,0.008,2.0,1,2 1
1,1,0,1,-1,1.4583,0.0,0.0436,2.0,1,1 1
0,1,0,0,-1,0.41,0.0,0.0124,2.0,0,0 1
1,0,1,0,1,0.4053,0.2426,0.0158,2.0,0,2 0
1,1,0,1,-1,0.3927,0.08,0.0112,2.0,1,1 1
1,1,2,1,-1,0.2301,0.09857999878000001,0.0078,1.0,1,2 1
0,0,0,1,-1,0.1811,0.1666,0.0054,2.0,1,2 1
1,1,0,1,-1,2.0667,0.0,0.0,2.0,1,0 0
1,0,0,1,-1,0.3158,0.3053,0.0089,2.0,1,0 1
0,0,0,1,1,0.26,0.1717,0.0099,1.6666666666666667,1,1 0
1,1,0,1,-1,0.3704,0.2,0.012,2.0,1,0 1
0,0,0,1,-1,0.4124,0.0,0.0115,2.0,1,1 1
1,0,0,1,-1,0.9508,0.0,0.0187,2.0,1,0 1
1,1,0,1,-1,0.3075,0.2416,0.0139,2.0,1,0 1
1,1,2,1,-1,0.44,0.0,0.0127,2.0,0,1 0
1,1,2,1,-1,0.3153,0.156,0.0134,2.0,1,2 1
0,0,0,1,-1,0.5417,0.0,0.0143,2.6666666666666665,0,2 0
1,1,0,1,-1,0.2383,0.3334,0.0172,2.0,1,1 1
1,1,3+,1,-1,0.4416,0.125,0.011,2.0,1,2 1
1,1,1,1,-1,0.6875,0.0,0.02,2.0,1,1 1
0,1,1,1,-1,0.4666,0.0,0.0135,2.0,1,2 1
0,0,0,1,-1,0.5,0.2541,0.0151,2.6666666666666665,1,0 0
1,1,1,1,-1,0.2014,0.2925,0.0113,2.0,1,2 0
1,1,0,0,-1,0.18,0.2934,0.0093,2.0,0,2 0
1,1,0,0,-1,0.2875,0.175,0.0105,2.0,1,1 1
0,0,0,1,-1,0.5,0.0,0.0132,2.0,1,0 1
1,1,1,1,-1,0.1625,0.1803,0.0096,2.0,1,2 1
1,0,0,1,-1,0.4,0.25,0.014,2.0,1,0 1
1,0,0,0,-1,0.2,0.0,0.0,2.0,1,2 0
0,0,0,1,-1,0.3762,0.1666,0.0135,2.0,1,0 1
0,0,0,1,-1,0.24,0.1863,0.0104,2.0,0,2 0
1,0,0,1,-1,2.0233,0.0,0.048,2.0,1,0 0
1,1,2,0,-1,0.7667,0.0,0.0185,2.0,0,0 1
0,0,0,1,-1,0.2917,0.0,0.0084,2.0,1,1 1
1,0,0,0,-1,0.2927,0.2405,0.0111,2.0,1,1 1
0,0,0,1,-1,0.2507,0.0,0.0056,2.0,1,0 1
1,1,2,1,1,0.5746,0.0,0.0144,0.4666666666666667,0,0 1
0,1,0,1,-1,0.2473,0.1843,0.0159,2.0,1,0 0
1,1,1,0,-1,0.3399,0.164,0.0111,1.0,1,2 1
1,1,2,1,-1,0.3717,0.0,0.012,2.0,1,1 1
1,1,0,1,-1,0.2058,0.2134,0.0088,2.0,0,2 1
0,0,1,1,-1,0.3541,0.0,0.0112,2.0,0,1 1
1,1,1,1,1,1.0,0.0,0.0155,2.0,1,0 0
1,1,0,1,-1,0.24,0.2167,0.0115,2.0,1,1 1
1,1,3+,1,-1,0.4342,0.0189,0.0124,2.0,1,1 1
1,1,2,0,-1,0.3601,0.159,0.0,2.0,1,0 1
0,0,0,1,-1,0.3166,0.2985,0.0132,2.0,0,0 1
1,1,3+,1,-1,1.5,0.0,0.03,2.0,1,0 1
1,1,1,1,1,0.8666,0.4983,0.0376,2.0,0,0 0
1,0,0,1,-1,0.4917,0.0,0.013,2.0,0,0 1
1,1,0,1,1,0.5818,0.216,0.0184,2.0,1,1 1
0,1,0,1,-1,0.4333,0.2451,0.011,2.0,1,2 0
0,0,0,1,-1,0.25,0.0,0.0067,2.0,1,2 1
1,0,1,1,-1,0.4384,0.1793,0.0117,2.0,1,2 1
1,0,0,1,-1,0.2935,0.0,0.0098,2.0,1,1 1
1,0,0,1,-1,0.2833,0.0,0.0071,2.0,1,2 1
1,1,0,1,-1,6.3337,0.0,0.049,1.0,1,2 1
0,1,1,1,1,0.9833,0.1833,0.0182,1.0,1,2 1
1,1,0,1,1,0.5503,0.449,0.007,0.0,1,1 1
1,1,1,1,-1,0.525,0.0688,0.016,2.0,1,0 1
1,1,2,1,1,0.25,0.46,0.0176,2.0,1,0 1
0,0,3+,0,-1,0.183,0.0,0.0,2.0,0,2 0
0,0,0,1,-1,0.416,0.0,0.0071,2.0,1,1 1
1,1,3+,0,-1,0.2647,0.1587,0.0173,2.0,1,0 0
0,0,0,1,-1,0.2378,0.0,0.0046,2.0,1,0 0
1,1,1,0,-1,0.4554,0.1229,0.0158,2.0,1,2 1
1,1,3+,0,-1,0.3173,0.0,0.0074,2.0,1,1 1
1,1,2,1,-1,0.2583,0.233,0.0125,2.0,1,0 1
1,1,0,1,-1,0.2499,0.2458,0.016,2.0,1,1 1
1,1,0,0,-1,0.3523,0.323,0.0152,2.0,0,0 0
1,1,2,0,-1,0.3083,0.2168,0.0126,2.0,1,2 1
1,1,0,1,-1,0.6333,0.4583,0.0259,2.0,0,1 1
1,1,0,1,-1,0.2625,0.625,0.0187,2.0,1,0 1
1,1,0,1,-1,0.9083,0.0,0.0228,2.0,1,1 1
1,0,0,1,-1,0.875,0.4167,0.0308,2.0,1,0 0
1,1,3+,1,-1,0.2666,0.2083,0.0095,2.0,1,0 1
0,1,0,1,1,0.55,0.0,0.0105,2.0,0,0 0
0,1,0,1,-1,0.2423,0.0505,0.013,2.0,1,1 1
0,0,0,1,-1,0.3813,0.0,0.0116,1.0,1,2 1
1,1,2,1,-1,0.8333,0.3167,0.0165,2.0,1,0 1
1,1,1,1,-1,0.3875,0.0,0.0067,2.0,1,2 0
1,1,0,0,-1,0.3,0.1666,0.01,2.6666666666666665,0,2 0
1,1,3+,1,-1,0.5167,0.3167,0.02,2.0,1,1 1
0,0,1,1,-1,0.4723,0.0,0.0081,2.0,1,1 0
1,1,2,1,-1,0.5,0.3667,0.0236,2.0,1,1 1
1,1,0,1,-1,0.475,0.2333,0.013,2.0,1,2 1
1,1,0,1,-1,0.3013,0.3033,0.0095,1.6666666666666667,0,2 1
1,0,0,1,1,0.6822,0.0,0.0141,2.0,1,0 1
1,0,0,0,-1,0.6216,0.0,0.0133,2.0,1,0 0
1,0,0,1,-1,0.25,0.0,0.0096,2.6666666666666665,1,1 0
1,0,0,1,-1,0.5124,0.0,0.0124,0.0,0,0 0
1,1,1,1,-1,0.6325,0.0,0.0175,2.0,1,1 1
1,1,0,1,-1,1.973,0.5266,0.057,2.0,1,0 0
0,0,0,1,1,1.5759,0.0,0.0055,2.0,1,1 1
1,1,2,1,-1,0.5185,0.0,0.0155,2.0,1,1 1
1,1,2,1,1,0.9323,0.7873,0.038,1.6666666666666667,1,0 1
1,0,1,1,-1,0.3062,0.1987,0.0111,1.0,0,2 0
0,0,0,1,-1,0.2764,0.1459,0.011,2.0,1,2 1
1,1,0,1,-1,0.4817,0.0923,0.012,1.0,1,2 1
1,1,3+,1,-1,0.875,0.4996,0.013,2.0,1,0 1
1,1,0,1,-1,0.431,0.0,0.013,2.0,0,1 1
1,0,0,1,-1,0.3069,0.0,0.0071,2.6666666666666665,1,2 0
1,1,2,1,-1,0.5391,0.0,0.013,2.0,1,2 1
1,1,0,1,-1,0.3333,0.25,0.0128,2.0,1,1 1
1,0,0,1,-1,0.5941,0.4232,0.0296,2.0,1,1 1
0,0,0,1,-1,0.6,0.0,0.0156,2.0,1,2 1
1,0,0,1,1,0.7167,0.0,0.0128,2.0,1,2 1
1,1,2,1,-1,0.4566,0.0,0.01,2.0,1,2 0
1,0,1,1,-1,0.3667,0.0,0.0113,1.0,1,2 1
1,0,0,0,-1,0.2346,0.16,0.0132,2.0,1,1 1
1,1,0,0,-1,0.301,0.3136,0.0,2.0,0,2 0
1,1,0,1,-1,0.2333,0.2417,0.0136,2.0,1,2 1
1,1,0,1,-1,0.5488,0.0,0.0125,2.0,1,0 1
1,0,3+,1,-1,0.9167,0.0,0.0185,2.0,1,0 1
1,1,3+,1,-1,0.9504,0.0,0.0275,2.0,1,0 1
1,1,0,1,-1,0.2583,0.2115,0.012,2.0,0,2 1
1,1,2,0,-1,0.1993,0.1625,0.0113,1.0,1,1 1
1,1,2,1,-1,0.31,0.14,0.0113,2.0,1,2 1
1,1,2,1,-1,0.3276,0.0484,0.0135,2.0,0,1 1
0,0,0,1,-1,0.318,0.0,0.0071,2.0,0,2 0
1,1,0,1,-1,0.3033,0.1459,0.0095,2.0,1,2 1
